sales_agent_name,resale_transaction_date,sales_agent_reg_num,town,real_estate_company_name
TAN KAI HONG,2024-05-01,R058949J,PASIR RIS,ERA REALTY NETWORK PTE LTD
GARY TANG MING WEI,2024-05-01,R059356J,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
TEDDY JUAY EE TAT,2024-05-01,R059050B,YISHUN,PROPNEX REALTY PTE. LTD.
CHU YEW FAI,2024-05-01,R059561Z,WOODLANDS,ERA REALTY NETWORK PTE LTD
CHU YEW FAI,2024-05-01,R059561Z,WOODLANDS,ERA REALTY NETWORK PTE LTD
CHOO LI PING,2024-05-01,R059270Z,JURONG WEST,EXCLUSIVE REAL ESTATE PTE. LTD.
"AW JIA QUAN, AARON",2024-05-01,R059696I,JURONG WEST,PROPNEX REALTY PTE. LTD.
"WU ZHI XIONG, KEN",2024-05-01,R059187H,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
SITI RAHMAH BINTE MOHAMED FARIS,2024-05-01,R059397H,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
SIDNEY LIN WEISHENG,2024-05-01,R059147I,GEYLANG,HUTTONS ASIA PTE. LTD.
"NG BOXIONG, SPENCER",2024-05-01,R060025G,HOUGANG,ERA REALTY NETWORK PTE LTD
SITI RAHMAH BINTE MOHAMED FARIS,2024-05-01,R059397H,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
"TAY JIAN KAI, JACKSON",2024-05-01,R059725F,HOUGANG,SRI PTE. LTD.
HO JUN HUI,2024-05-01,R059798A,HOUGANG,PROPNEX REALTY PTE. LTD.
"TAY JIAN KAI, JACKSON",2024-05-01,R059725F,HOUGANG,SRI PTE. LTD.
HO JUN HUI,2024-05-01,R059798A,HOUGANG,PROPNEX REALTY PTE. LTD.
TEDDY JUAY EE TAT,2024-05-01,R059050B,ANG MO KIO,PROPNEX REALTY PTE. LTD.
KANG MEI SIAN,2024-05-01,R060176H,TAMPINES,PROPNEX REALTY PTE. LTD.
HO BING SHUAN,2024-05-01,R060045A,TAMPINES,PROPNEX REALTY PTE. LTD.
TEN YUYU,2024-05-01,R059886D,YISHUN,ERA REALTY NETWORK PTE LTD
CHUA YEE TIEN,2024-05-01,R059573C,JURONG WEST,ERA REALTY NETWORK PTE LTD
"MOK XINYI, SYLVIA",2024-05-01,R059668C,WOODLANDS,PROPNEX REALTY PTE. LTD.
SIM KOK HIN,2024-05-01,R060107E,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
JAMES GOH CHENG YONG,2024-05-01,R060256Z,CLEMENTI,ERA REALTY NETWORK PTE LTD
YEO RUIZHEN,2024-05-01,R059625Z,PUNGGOL,HUTTONS ASIA PTE. LTD.
"TAN JUN FENG, BENNEDICT",2024-05-01,R058941E,ANG MO KIO,HUTTONS ASIA PTE. LTD.
YAP HAN LONG,2024-05-01,R060276D,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
SEOW CHLOE,2024-05-01,R059392G,KALLANG/WHAMPOA,PROPSELLER PTE. LTD.
TAN YI PING MELDYS,2024-05-01,R059665I,SERANGOON,HUTTONS ASIA PTE. LTD.
THEN CHIEW LAN,2024-05-01,R059718C,JURONG WEST,ERA REALTY NETWORK PTE LTD
"ZHANG XINMEI, EILEEN",2024-05-01,R059629B,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-05-01,R059392G,PUNGGOL,PROPSELLER PTE. LTD.
CHEW QIN JIE,2024-05-01,R059203C,PUNGGOL,ERA REALTY NETWORK PTE LTD
JOYCE WONG SHI HUI,2024-05-01,R060385Z,YISHUN,PROPNEX REALTY PTE. LTD.
KOH SWEE HOON APRIL,2024-05-01,R060054J,PUNGGOL,ERA REALTY NETWORK PTE LTD
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-05-01,R059525C,JURONG EAST,PROPNEX REALTY PTE. LTD.
JIM ALIF BIN MOHAMED YUSOF,2024-05-01,R059743D,YISHUN,PROPNEX REALTY PTE. LTD.
BENNY LOW MENG RUNG,2024-05-01,R059902Z,CENTRAL AREA,PROPNEX REALTY PTE. LTD.
SIA TIANXIN,2024-05-01,R059208D,TOA PAYOH,PROPNEX REALTY PTE. LTD.
BENNY LOW MENG RUNG,2024-05-01,R059902Z,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-05-01,R058919I,BISHAN,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-05-01,R059525C,JURONG WEST,PROPNEX REALTY PTE. LTD.
TAN HONG JIE,2024-05-01,R059918F,WOODLANDS,HUTTONS ASIA PTE. LTD.
ZOU HUI,2024-05-01,R060364G,BEDOK,PROPNEX REALTY PTE. LTD.
GABRIEL DING FANG HAO,2024-05-01,R059190H,BUKIT BATOK,PLB REALTY PTE. LTD.
TAN KAH CHOON,2024-05-01,R059278E,SEMBAWANG,ERA REALTY NETWORK PTE LTD
NOEL YU HANWEI,2024-05-01,R060322A,CHOA CHU KANG,HUTTONS ASIA PTE. LTD.
JIM ALIF BIN MOHAMED YUSOF,2024-05-01,R059743D,WOODLANDS,PROPNEX REALTY PTE. LTD.
SEAH ELONN,2024-05-01,R060362J,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
"THAM WAI HOONG, CONRAD",2024-05-01,R059604G,WOODLANDS,HUTTONS ASIA PTE. LTD.
"KANG WEI QIANG, WILFRED",2024-05-01,R059947Z,BISHAN,HUTTONS ASIA PTE. LTD.
"LIM BOON KIAT, ANGUS",2024-05-01,R059555E,SEMBAWANG,HUTTONS ASIA PTE. LTD.
SOH CHOON PENG,2024-05-01,R059806F,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
"CHAI JIA ZHEN, CHARLENE",2024-05-01,R060061C,BUKIT MERAH,ORANGETEE & TIE PTE. LTD.
TIO HWA SAN,2024-05-01,R059800G,ANG MO KIO,PROPNEX REALTY PTE. LTD.
NG CHEE WEE,2024-05-01,R059009Z,JURONG EAST,OHMYHOME PTE. LTD.
"TJHAI YU YUAN, CITANEGARA",2024-05-01,R059578D,YISHUN,ERA REALTY NETWORK PTE LTD
FOO THIAN WHATT RAYMOND,2024-05-01,R058922I,YISHUN,HUTTONS ASIA PTE. LTD.
ADELINE KEZIA GIAM YEN LING,2024-05-01,R059475C,BUKIT PANJANG,ORANGETEE & TIE PTE. LTD.
MUHAMAD SHAHIR BIN ABDUL MAJID,2024-05-01,R059036G,YISHUN,ERA REALTY NETWORK PTE LTD
CHIA TECK GHEE EZEN,2024-05-01,R059151G,WOODLANDS,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-05-01,R058919I,JURONG WEST,PROPNEX REALTY PTE. LTD.
"LIM BOON SENG, VINCENT",2024-06-01,R059799Z,ANG MO KIO,PROPNEX REALTY PTE. LTD.
MUHAMAD SHAHIR BIN ABDUL MAJID,2024-06-01,R059036G,BEDOK,ERA REALTY NETWORK PTE LTD
NI QI,2024-06-01,R060035D,BISHAN,HUTTONS ASIA PTE. LTD.
WEE KIM SAN LAWRENCE BERNARD,2024-06-01,R059646B,HOUGANG,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-06-01,R059525C,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
ALEX TAN JIAN XIANG,2024-06-01,R060210A,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
RACHEL GOO QING RUI,2024-06-01,R060384A,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
LIN YING,2024-06-01,R060134B,SENGKANG,PROPNEX REALTY PTE. LTD.
SIA TIANXIN,2024-06-01,R059208D,PUNGGOL,PROPNEX REALTY PTE. LTD.
SIA TIANXIN,2024-06-01,R059208D,SENGKANG,PROPNEX REALTY PTE. LTD.
"CHAN WEE SIONG, ROBIN",2024-06-01,R059363C,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
NGO LIP CHEAN,2024-06-01,R059949F,CENTRAL AREA,HUTTONS ASIA PTE. LTD.
NIGEL TAN ZHEMING,2024-06-01,R059189D,PASIR RIS,ERA REALTY NETWORK PTE LTD
LEE YIN KOON ALFRED,2024-06-01,R060096F,JURONG EAST,ERA REALTY NETWORK PTE LTD
LAI SOCK HAR,2024-06-01,R060345J,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
SIM RUI XIANG,2024-06-01,R060030C,SEMBAWANG,ERA REALTY NETWORK PTE LTD
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-06-01,R059525C,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
"CHAI JIA ZHEN, CHARLENE",2024-06-01,R060061C,CLEMENTI,ORANGETEE & TIE PTE. LTD.
MOSTAPHA BIN RAHJ KAMAL,2024-06-01,R059287D,PASIR RIS,PLACES PROPERTY PTE. LTD.
JONATHAN TAN ZI KAI,2024-06-01,R059870H,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
NG WEIFENG,2024-06-01,R059394C,SENGKANG,PROPNEX REALTY PTE. LTD.
CHARMAINE WONG JIA HUI,2024-06-01,R060155E,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
SEAH ELONN,2024-06-01,R060362J,PUNGGOL,ERA REALTY NETWORK PTE LTD
KOH JING JING,2024-06-01,R059510E,SENGKANG,PROPNEX REALTY PTE. LTD.
CHU YEW FAI,2024-06-01,R059561Z,SEMBAWANG,ERA REALTY NETWORK PTE LTD
LEE KOK WEI,2024-06-01,R059641A,TAMPINES,PROPNEX REALTY PTE. LTD.
AMEER HUSSAIN BIN MOHAMED GANI,2024-06-01,R058929F,CLEMENTI,PROPNEX REALTY PTE. LTD.
FONG YUN KAY,2024-06-01,R060378G,TAMPINES,PROPNEX REALTY PTE. LTD.
ANG KUN RONG,2024-06-01,R060365E,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
"CHUA ZHI KAI, GABRIEL",2024-06-01,R060361B,BEDOK,ERA REALTY NETWORK PTE LTD
"CHUA ZHI KAI, GABRIEL",2024-06-01,R060361B,BEDOK,ERA REALTY NETWORK PTE LTD
MOSTAPHA BIN RAHJ KAMAL,2024-06-01,R059287D,PASIR RIS,PLACES PROPERTY PTE. LTD.
NADZIRAH SEE TOH ZAINI,2024-06-01,R059288B,PASIR RIS,PLACES PROPERTY PTE. LTD.
LIM HONG YONG,2024-06-01,R059163J,BEDOK,ERA REALTY NETWORK PTE LTD
NG CHEE WEE,2024-06-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
LIU HAIHUA,2024-06-01,R059543A,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-06-01,R059392G,TAMPINES,PROPSELLER PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-06-01,R059525C,YISHUN,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-06-01,R059525C,YISHUN,PROPNEX REALTY PTE. LTD.
NIGEL TAN ZHEMING,2024-06-01,R059189D,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
ISKHAIRY BIN HARON,2024-06-01,R059059F,SEMBAWANG,PROPNEX REALTY PTE. LTD.
HO BOON HONG,2024-06-01,R059321H,BUKIT MERAH,SRI PTE. LTD.
MARCUS ONG ZI HAO,2024-06-01,R058984I,JURONG WEST,PROPNEX REALTY PTE. LTD.
ISKHAIRY BIN HARON,2024-06-01,R059059F,SENGKANG,PROPNEX REALTY PTE. LTD.
XU WEIRU,2024-06-01,R059389G,PUNGGOL,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-06-01,R059392G,YISHUN,PROPSELLER PTE. LTD.
JONATHAN TAN ZI KAI,2024-06-01,R059870H,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
JOANNE KOH CAIXIA,2024-06-01,R060014A,SEMBAWANG,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-06-01,R059392G,SEMBAWANG,PROPSELLER PTE. LTD.
"CHUA ZHI KAI, GABRIEL",2024-06-01,R060361B,JURONG WEST,ERA REALTY NETWORK PTE LTD
GOH JIN LIAN,2024-06-01,R060157A,WOODLANDS,ERA REALTY NETWORK PTE LTD
TNG MING ZE,2024-06-01,R059813I,PASIR RIS,HUTTONS ASIA PTE. LTD.
YUSUF SHAFIE BIN ZULKEFLE,2024-06-01,R060334E,SENGKANG,ERA REALTY NETWORK PTE LTD
MARCUS ONG ZI HAO,2024-06-01,R058984I,YISHUN,PROPNEX REALTY PTE. LTD.
AMEER HUSSAIN BIN MOHAMED GANI,2024-06-01,R058929F,YISHUN,PROPNEX REALTY PTE. LTD.
"ANG SIEW LIN, GWENDY",2024-06-01,R059297A,SERANGOON,AV CONSULTANTS PTE LTD
IMRAN AHMAD GONZAGA BIN ABDUL AL JABBAR,2024-06-01,R059205Z,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
AMEER HUSSAIN BIN MOHAMED GANI,2024-06-01,R058929F,JURONG WEST,PROPNEX REALTY PTE. LTD.
GARY TANG MING WEI,2024-06-01,R059356J,SERANGOON,PROPNEX REALTY PTE. LTD.
"LIM GUO QIANG, JASON",2024-06-01,R059836H,HOUGANG,PROPNEX REALTY PTE. LTD.
LIM WEE HIAP,2024-06-01,R059632B,WOODLANDS,PROPNEX REALTY PTE. LTD.
"NG YONG XUE, ISAAC",2024-06-01,R059927E,BEDOK,PROPNEX REALTY PTE. LTD.
XU TAO,2024-06-01,R059684E,YISHUN,PROPNEX REALTY PTE. LTD.
LEE HUEY SHAN,2024-06-01,R059511C,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
"LIM GUO QIANG, JASON",2024-06-01,R059836H,HOUGANG,PROPNEX REALTY PTE. LTD.
NIGEL TAN ZHEMING,2024-06-01,R059189D,CLEMENTI,ERA REALTY NETWORK PTE LTD
CHEW JUN HONG,2024-06-01,R059827I,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
MOSTAPHA BIN RAHJ KAMAL,2024-06-01,R059287D,TAMPINES,PLACES PROPERTY PTE. LTD.
AMIT KUMAR PANDEY,2024-06-01,R060252G,SENGKANG,PROPNEX REALTY PTE. LTD.
LEE BOON TIEN,2024-06-01,R059227J,JURONG EAST,PROPNEX REALTY PTE. LTD.
"CHEE CHOON XIONG, MELVIN",2024-06-01,R060374D,GEYLANG,PROPNEX REALTY PTE. LTD.
KOH JING JING,2024-06-01,R059510E,GEYLANG,PROPNEX REALTY PTE. LTD.
SIA TIANXIN,2024-06-01,R059208D,YISHUN,PROPNEX REALTY PTE. LTD.
LIU MEIMEI,2024-06-01,R059642Z,JURONG WEST,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-06-01,R059392G,TAMPINES,PROPSELLER PTE. LTD.
SEOW CHLOE,2024-06-01,R059392G,TAMPINES,PROPSELLER PTE. LTD.
TAN KAH CHOON,2024-06-01,R059278E,WOODLANDS,ERA REALTY NETWORK PTE LTD
SIA TIANXIN,2024-06-01,R059208D,YISHUN,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-06-01,R059392G,PUNGGOL,PROPSELLER PTE. LTD.
"YANG WENCHAO, ADRIAN",2024-06-01,R060040J,WOODLANDS,PROPNEX REALTY PTE. LTD.
TAN YEE KIAT,2024-06-01,R059387J,PUNGGOL,HUTTONS ASIA PTE. LTD.
TAN HONG JIE,2024-06-01,R059918F,ANG MO KIO,HUTTONS ASIA PTE. LTD.
"CHENG WEI LIANG, LESTER",2024-06-01,R059562H,GEYLANG,ERA REALTY NETWORK PTE LTD
GARY LOH JWEE HONG,2024-06-01,R058954G,JURONG EAST,ERA REALTY NETWORK PTE LTD
CHAN KAI CHIN,2024-06-01,R060106G,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
ONG KEE YEN,2024-06-01,R059095B,PASIR RIS,PROPSELLER PTE. LTD.
"CHEE CHOON XIONG, MELVIN",2024-06-01,R060374D,SEMBAWANG,PROPNEX REALTY PTE. LTD.
"THAM WAI HOONG, CONRAD",2024-06-01,R059604G,YISHUN,HUTTONS ASIA PTE. LTD.
WEE KIM SAN LAWRENCE BERNARD,2024-06-01,R059646B,TAMPINES,PROPNEX REALTY PTE. LTD.
"CHEE CHOON XIONG, MELVIN",2024-06-01,R060374D,YISHUN,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-06-01,R059525C,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
"CHUA CHONG LIN, DON",2024-06-01,R059752C,SENGKANG,ERA REALTY NETWORK PTE LTD
NG JIAK YEW,2024-06-01,R060318C,SENGKANG,PROPNEX REALTY PTE. LTD.
HARYANI BINTE OSMAN,2024-06-01,R060027C,CHOA CHU KANG,HUTTONS ASIA PTE. LTD.
ISKHAIRY BIN HARON,2024-06-01,R059059F,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
MENAKA D/O S APPACHAMY,2024-06-01,R060165B,HOUGANG,ERA REALTY NETWORK PTE LTD
CHUA YEE TIEN,2024-06-01,R059573C,HOUGANG,ERA REALTY NETWORK PTE LTD
"TAN YU KIAT, JACKIE",2024-06-01,R059167C,SENGKANG,PROPSELLER PTE. LTD.
XIE YANYU,2024-06-01,R059983F,WOODLANDS,HUTTONS ASIA PTE. LTD.
WEE KIM SAN LAWRENCE BERNARD,2024-06-01,R059646B,YISHUN,PROPNEX REALTY PTE. LTD.
NG CHEE WEE,2024-06-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
NG CHEE WEE,2024-06-01,R059009Z,WOODLANDS,OHMYHOME PTE. LTD.
LEE KOK WEI,2024-06-01,R059641A,TOA PAYOH,PROPNEX REALTY PTE. LTD.
MUHAMAD SHAHIR BIN ABDUL MAJID,2024-06-01,R059036G,JURONG WEST,ERA REALTY NETWORK PTE LTD
XU WEIRU,2024-06-01,R059389G,SENGKANG,PROPNEX REALTY PTE. LTD.
LIU YANQIONG,2024-06-01,R059996H,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
"CHUA ZHENHAO, JEREMY",2024-06-01,R059215G,WOODLANDS,PROPNEX REALTY PTE. LTD.
JACKSON B. CHEN XIAZHONG,2024-06-01,R059742F,GEYLANG,PROPNEX REALTY PTE. LTD.
SITI RAHMAH BINTE MOHAMED FARIS,2024-06-01,R059397H,JURONG EAST,ERA REALTY NETWORK PTE LTD
SITI RAHMAH BINTE MOHAMED FARIS,2024-06-01,R059397H,JURONG EAST,ERA REALTY NETWORK PTE LTD
"LI QINGPING, RITCHIE RICHARD",2024-06-01,R060131H,YISHUN,PROPNEX REALTY PTE. LTD.
TAN HONG JIE,2024-06-01,R059918F,KALLANG/WHAMPOA,HUTTONS ASIA PTE. LTD.
ANNE HENG HWEE SUN,2024-06-01,R059912G,JURONG EAST,ERA REALTY NETWORK PTE LTD
CHEW JUN HONG,2024-06-01,R059827I,WOODLANDS,ERA REALTY NETWORK PTE LTD
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-06-01,R059525C,JURONG WEST,PROPNEX REALTY PTE. LTD.
"TAN JIA HAO, RICSON",2024-06-01,R059292J,ANG MO KIO,ERA REALTY NETWORK PTE LTD
"TAN YU KIAT, JACKIE",2024-06-01,R059167C,ANG MO KIO,PROPSELLER PTE. LTD.
LIM WEE HIAP,2024-06-01,R059632B,JURONG WEST,PROPNEX REALTY PTE. LTD.
"NG YONG XUE, ISAAC",2024-06-01,R059927E,TAMPINES,PROPNEX REALTY PTE. LTD.
SUFIAN BIN MOHAMED ARIP,2024-06-01,R059255F,YISHUN,ERA REALTY NETWORK PTE LTD
HARYANI BINTE OSMAN,2024-06-01,R060027C,TAMPINES,HUTTONS ASIA PTE. LTD.
LIM FANG HAO,2024-06-01,R059457E,HOUGANG,HUTTONS ASIA PTE. LTD.
SHERYL YEO JIA MIN,2024-06-01,R060214D,HOUGANG,PROPNEX REALTY PTE. LTD.
WONG KAI SUN,2024-06-01,R060372H,YISHUN,ERA REALTY NETWORK PTE LTD
WESLEY ONG CHIN XUAN,2024-06-01,R060234I,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
TAN JUN SHENG,2024-06-01,R059660H,YISHUN,PROPNEX REALTY PTE. LTD.
NG FU XING,2024-06-01,R059928C,BUKIT PANJANG,HUTTONS ASIA PTE. LTD.
YEOW SOO YONG,2024-06-01,R059594F,WOODLANDS,PROPNEX REALTY PTE. LTD.
KOH YAR LI,2024-06-01,R060196B,TAMPINES,ERA REALTY NETWORK PTE LTD
CHEW BOON CHENG,2024-06-01,R058985G,WOODLANDS,HUTTONS ASIA PTE. LTD.
DARREN GOH XIAN YONG,2024-06-01,R060121J,JURONG EAST,PROPNEX REALTY PTE. LTD.
WONG KAI SUN,2024-06-01,R060372H,GEYLANG,ERA REALTY NETWORK PTE LTD
MUHAMAD SHAHIR BIN ABDUL MAJID,2024-06-01,R059036G,SENGKANG,ERA REALTY NETWORK PTE LTD
TEN YUYU,2024-06-01,R059886D,YISHUN,ERA REALTY NETWORK PTE LTD
"CHAN WEE SIONG, ROBIN",2024-06-01,R059363C,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
"TAN JIA HAO, RICSON",2024-06-01,R059292J,TAMPINES,ERA REALTY NETWORK PTE LTD
KOH YAR LI,2024-06-01,R060196B,TAMPINES,ERA REALTY NETWORK PTE LTD
NG CHEE WEE,2024-07-01,R059009Z,CHOA CHU KANG,OHMYHOME PTE. LTD.
NG CHEE WEE,2024-07-01,R059009Z,CHOA CHU KANG,OHMYHOME PTE. LTD.
JANICE SIM YEN LI,2024-07-01,R059883Z,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
JACQUELINE TAY LI XIA,2024-07-01,R059029D,BUKIT MERAH,SRI PTE. LTD.
JOYCE WONG SHI HUI,2024-07-01,R060385Z,SEMBAWANG,PROPNEX REALTY PTE. LTD.
ONG KEE YEN,2024-07-01,R059095B,BEDOK,PROPSELLER PTE. LTD.
"CHEE CHOON XIONG, MELVIN",2024-07-01,R060374D,SENGKANG,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-07-01,R059525C,PUNGGOL,PROPNEX REALTY PTE. LTD.
TNG MING ZE,2024-07-01,R059813I,SENGKANG,HUTTONS ASIA PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-07-01,R059525C,YISHUN,PROPNEX REALTY PTE. LTD.
ISKHAIRY BIN HARON,2024-07-01,R059059F,TAMPINES,PROPNEX REALTY PTE. LTD.
ZHANG HAO,2024-07-01,R059657H,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
JIM ALIF BIN MOHAMED YUSOF,2024-07-01,R059743D,WOODLANDS,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-07-01,R059525C,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
WONG CHUN SIANG,2024-07-01,R060019B,CHOA CHU KANG,HUTTONS ASIA PTE. LTD.
"ANG SIEW LIN, GWENDY",2024-07-01,R059297A,TAMPINES,AV CONSULTANTS PTE LTD
"CHAN WEE SIONG, ROBIN",2024-07-01,R059363C,JURONG WEST,ERA REALTY NETWORK PTE LTD
NG CHEE WEE,2024-07-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
CONNIE TAN HUEY KUAN,2024-07-01,R059037E,SENGKANG,ERA REALTY NETWORK PTE LTD
DORIS CHONG HUEY NGEE,2024-07-01,R060340Z,BEDOK,ERA REALTY NETWORK PTE LTD
"QUAK WEI RONG, ALOYSIUS",2024-07-01,R058978D,ANG MO KIO,ERA REALTY NETWORK PTE LTD
TAN YU DA DWAYNE MARK,2024-07-01,R060348E,TAMPINES,ERA REALTY NETWORK PTE LTD
YEO RUIZHEN,2024-07-01,R059625Z,YISHUN,HUTTONS ASIA PTE. LTD.
ISKHAIRY BIN HARON,2024-07-01,R059059F,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
FONG YUN KAY,2024-07-01,R060378G,BEDOK,PROPNEX REALTY PTE. LTD.
TANG MIEW HAR,2024-07-01,R059741H,BUKIT MERAH,
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-07-01,R059525C,HOUGANG,PROPNEX REALTY PTE. LTD.
ONG KEE YEN,2024-07-01,R059095B,BEDOK,PROPSELLER PTE. LTD.
LIM JIA YI,2024-07-01,R059424I,HOUGANG,SRI PTE. LTD.
"PHUA WEI ZHONG, ERNEST",2024-07-01,R059576H,JURONG WEST,PROPNEX REALTY PTE. LTD.
DARWIN LOH ZHENG JIE,2024-07-01,R060265I,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
"CHAN JING YI, EUNICE",2024-07-01,R059672A,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
GABRIEL DING FANG HAO,2024-07-01,R059190H,SENGKANG,PLB REALTY PTE. LTD.
PEH PING PING,2024-07-01,R059953D,BEDOK,PROPNEX REALTY PTE. LTD.
NICHOLAS VALERIAN HALIM,2024-07-01,R060017F,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
"LIM JIA JUN, KENNETH",2024-07-01,R059554G,SEMBAWANG,HUTTONS ASIA PTE. LTD.
GABRIEL DING FANG HAO,2024-07-01,R059190H,BISHAN,PLB REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-07-01,R059525C,JURONG WEST,PROPNEX REALTY PTE. LTD.
ARIFF HAMDAN BIN RAMLAN,2024-07-01,R059423J,SENGKANG,PROPNEX REALTY PTE. LTD.
LIM TING HUI,2024-07-01,R060050H,PUNGGOL,THEPROPGUIDE REALTY PTE. LTD.
CHEW JUN HONG,2024-07-01,R059827I,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
ZHANG HAO,2024-07-01,R059657H,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
NG CHEE WEE,2024-07-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
EDWIN SOH KOK BOON,2024-07-01,R059152E,SERANGOON,ERA REALTY NETWORK PTE LTD
"TAN YU KIAT, JACKIE",2024-07-01,R059167C,PASIR RIS,PROPSELLER PTE. LTD.
HARYANI BINTE OSMAN,2024-07-01,R060027C,SEMBAWANG,HUTTONS ASIA PTE. LTD.
LIM KWEE LEONG,2024-07-01,R058953I,SENGKANG,ORANGETEE & TIE PTE. LTD.
TAN PENG HWEE RYAN,2024-07-01,R060142C,SERANGOON,PROPNEX REALTY PTE. LTD.
TAN KEE PIN,2024-07-01,R059171A,CLEMENTI,PROPNEX REALTY PTE. LTD.
FONG YUN KAY,2024-07-01,R060378G,HOUGANG,PROPNEX REALTY PTE. LTD.
NG GEK CHONG,2024-07-01,R060410D,HOUGANG,SRI PTE. LTD.
NG CHEE WEE,2024-07-01,R059009Z,BISHAN,OHMYHOME PTE. LTD.
"THAM WAI HOONG, CONRAD",2024-07-01,R059604G,WOODLANDS,HUTTONS ASIA PTE. LTD.
LEAN GUANHUA,2024-07-01,R060221G,PASIR RIS,HUTTONS ASIA PTE. LTD.
TAN LI FANG STELLA,2024-07-01,R059490G,SENGKANG,PROPNEX REALTY PTE. LTD.
XIE YANYU,2024-07-01,R059983F,JURONG WEST,HUTTONS ASIA PTE. LTD.
"LIM SIEW LI, JASMINE",2024-07-01,R060342F,PUNGGOL,ERA REALTY NETWORK PTE LTD
"CHAN WEE SIONG, ROBIN",2024-07-01,R059363C,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
"TAN YU KIAT, JACKIE",2024-07-01,R059167C,PUNGGOL,PROPSELLER PTE. LTD.
"AW JIA QUAN, AARON",2024-07-01,R059696I,ANG MO KIO,PROPNEX REALTY PTE. LTD.
"CHAN WEE SIONG, ROBIN",2024-07-01,R059363C,WOODLANDS,ERA REALTY NETWORK PTE LTD
